"","x"
"293",TRUE
"294",TRUE
"295",TRUE
"296",TRUE
"297",TRUE
"298",FALSE
"299",FALSE
"300",FALSE
"301",TRUE
"302",FALSE
"303",TRUE
"304",TRUE
"305",TRUE
"306",TRUE
"307",FALSE
"308",TRUE
"309",FALSE
"310",TRUE
"311",TRUE
"312",TRUE
"313",TRUE
"314",FALSE
"315",TRUE
"316",TRUE
"317",TRUE
"318",FALSE
"319",TRUE
"320",TRUE
"321",TRUE
"322",TRUE
"323",TRUE
"324",FALSE
"325",TRUE
"326",FALSE
"327",FALSE
"328",FALSE
"329",TRUE
"330",TRUE
"331",FALSE
"332",TRUE
"333",TRUE
"334",TRUE
"335",FALSE
"336",TRUE
"337",TRUE
"338",FALSE
"339",TRUE
"340",FALSE
"341",FALSE
"342",TRUE
"343",FALSE
"344",TRUE
"345",TRUE
"346",TRUE
"347",TRUE
"348",TRUE
"349",FALSE
"350",TRUE
"351",TRUE
"352",TRUE
"353",TRUE
"354",FALSE
"355",TRUE
"356",TRUE
"357",TRUE
"358",FALSE
"359",FALSE
"360",TRUE
"361",TRUE
"362",FALSE
"363",TRUE
"364",TRUE
"365",FALSE
"366",TRUE
"367",TRUE
"368",FALSE
"369",FALSE
"370",FALSE
"371",TRUE
"372",TRUE
"373",TRUE
"374",FALSE
"375",TRUE
"376",FALSE
"377",TRUE
"378",TRUE
"379",FALSE
"380",TRUE
"381",TRUE
"382",TRUE
"383",FALSE
"384",TRUE
"385",TRUE
"386",TRUE
"387",TRUE
"388",TRUE
"389",FALSE
"390",TRUE
"391",TRUE
"392",FALSE
"393",TRUE
"394",TRUE
"395",FALSE
"396",TRUE
"397",TRUE
"398",FALSE
"399",TRUE
"400",TRUE
"401",TRUE
"402",TRUE
"403",FALSE
"404",TRUE
"405",FALSE
"406",TRUE
"407",TRUE
"408",FALSE
"409",TRUE
"410",FALSE
"411",TRUE
"412",TRUE
"413",TRUE
"414",FALSE
"415",FALSE
"416",FALSE
"417",TRUE
"418",FALSE
"419",TRUE
"420",TRUE
"421",FALSE
"422",FALSE
"423",FALSE
"424",TRUE
"425",FALSE
"426",FALSE
"427",TRUE
"428",TRUE
"429",TRUE
"430",TRUE
"431",TRUE
"432",FALSE
"433",FALSE
"434",TRUE
"435",FALSE
"436",TRUE
"437",TRUE
"438",TRUE
"439",FALSE
"440",TRUE
"441",TRUE
"442",TRUE
"443",TRUE
"444",TRUE
"445",TRUE
"446",TRUE
"447",TRUE
"448",FALSE
"449",FALSE
"450",TRUE
"451",FALSE
"452",TRUE
"453",TRUE
"454",TRUE
"455",TRUE
"456",TRUE
"457",TRUE
"458",TRUE
"459",FALSE
"460",TRUE
"461",FALSE
"462",TRUE
"463",FALSE
"464",FALSE
"465",TRUE
"466",TRUE
"467",TRUE
"468",FALSE
"469",FALSE
"470",TRUE
"471",TRUE
"472",TRUE
"473",FALSE
"474",FALSE
"475",TRUE
"476",FALSE
"477",TRUE
"478",TRUE
"479",FALSE
"480",TRUE
"481",TRUE
"482",TRUE
"483",TRUE
"484",TRUE
"485",TRUE
"486",TRUE
"487",FALSE
"488",TRUE
"489",FALSE
"490",TRUE
"491",FALSE
"492",TRUE
"493",TRUE
"494",FALSE
"495",TRUE
"496",TRUE
"497",FALSE
"498",FALSE
"499",TRUE
"500",TRUE
"501",TRUE
"502",FALSE
"503",FALSE
"504",TRUE
"505",TRUE
"506",TRUE
"507",TRUE
"508",FALSE
"509",TRUE
"510",TRUE
"511",TRUE
"512",TRUE
"513",TRUE
"514",TRUE
"515",TRUE
"516",TRUE
"517",TRUE
"518",TRUE
"519",TRUE
"520",TRUE
"521",FALSE
"522",TRUE
"523",TRUE
"524",FALSE
"525",TRUE
"526",FALSE
"527",TRUE
"528",TRUE
"529",FALSE
"530",TRUE
"531",TRUE
"532",TRUE
"533",TRUE
"534",TRUE
"535",FALSE
"536",TRUE
"537",TRUE
"538",TRUE
"539",TRUE
"540",FALSE
"541",FALSE
"542",FALSE
"543",TRUE
"544",FALSE
"545",TRUE
"546",TRUE
"547",TRUE
"548",TRUE
"549",TRUE
"550",FALSE
"551",FALSE
"552",FALSE
"553",FALSE
"554",TRUE
"555",TRUE
"556",FALSE
"557",TRUE
"558",TRUE
"559",TRUE
"560",FALSE
"561",TRUE
"562",TRUE
"563",TRUE
"564",TRUE
"565",FALSE
"566",TRUE
"567",TRUE
"568",TRUE
"569",FALSE
"570",TRUE
"571",FALSE
"572",TRUE
"573",FALSE
"574",TRUE
"575",TRUE
"576",FALSE
"577",FALSE
"578",FALSE
"579",FALSE
"580",TRUE
"581",FALSE
"582",TRUE
"583",TRUE
"584",TRUE
"585",TRUE
"586",FALSE
"587",TRUE
"588",TRUE
"589",TRUE
"590",TRUE
"591",TRUE
"592",TRUE
"593",TRUE
"594",TRUE
"595",FALSE
"596",TRUE
"597",TRUE
"598",TRUE
"599",TRUE
"600",FALSE
"601",TRUE
"602",TRUE
"603",FALSE
"604",TRUE
"605",FALSE
"606",TRUE
"607",TRUE
"608",FALSE
"609",FALSE
"610",FALSE
"611",TRUE
"612",TRUE
"613",FALSE
"614",FALSE
"615",TRUE
"616",FALSE
"617",TRUE
"618",TRUE
"619",TRUE
"620",TRUE
"621",TRUE
"622",FALSE
"623",TRUE
"624",TRUE
"625",TRUE
"626",TRUE
"627",TRUE
"628",FALSE
"629",FALSE
"630",TRUE
"631",TRUE
"632",TRUE
"633",TRUE
"634",FALSE
"635",TRUE
"636",TRUE
"637",TRUE
"638",FALSE
"639",FALSE
"640",TRUE
"641",TRUE
"642",TRUE
"643",TRUE
"644",TRUE
"645",FALSE
"646",TRUE
"647",FALSE
"648",FALSE
"649",TRUE
"650",TRUE
"651",FALSE
"652",TRUE
"653",TRUE
"654",TRUE
"655",TRUE
"656",TRUE
"657",TRUE
"658",FALSE
"659",FALSE
"660",FALSE
"661",FALSE
"662",FALSE
"663",FALSE
"664",FALSE
"665",FALSE
"666",FALSE
"667",FALSE
"668",FALSE
"669",FALSE
"670",FALSE
"671",FALSE
"672",FALSE
"673",FALSE
"674",FALSE
"675",FALSE
"676",FALSE
"677",FALSE
"678",FALSE
"679",FALSE
"680",FALSE
"681",FALSE
"682",FALSE
"683",FALSE
"684",FALSE
"685",FALSE
"686",FALSE
"687",FALSE
"688",FALSE
"689",FALSE
"690",FALSE
"691",FALSE
"692",FALSE
"693",FALSE
"694",FALSE
"695",FALSE
"696",FALSE
"697",FALSE
"698",FALSE
"699",FALSE
"700",FALSE
"701",FALSE
"702",FALSE
"703",FALSE
"704",FALSE
"705",FALSE
"706",FALSE
"707",FALSE
"708",FALSE
"709",FALSE
"710",FALSE
"711",FALSE
"712",FALSE
"713",FALSE
"714",FALSE
"715",FALSE
"716",FALSE
"717",FALSE
"718",FALSE
"719",FALSE
"720",FALSE
"721",FALSE
"722",FALSE
"723",FALSE
"724",FALSE
"725",FALSE
"726",FALSE
"727",FALSE
"728",FALSE
"729",FALSE
"730",FALSE
"731",FALSE
"732",FALSE
"733",FALSE
"734",FALSE
"735",FALSE
"736",FALSE
"737",FALSE
"738",FALSE
"739",FALSE
"740",FALSE
"741",FALSE
"742",FALSE
"743",FALSE
"744",FALSE
"745",FALSE
"746",FALSE
"747",FALSE
"748",FALSE
"749",FALSE
"750",FALSE
"751",FALSE
"752",FALSE
"753",FALSE
"754",FALSE
"755",FALSE
"756",FALSE
"757",FALSE
"758",FALSE
"759",FALSE
"760",FALSE
"761",FALSE
"762",FALSE
"763",FALSE
"764",FALSE
"765",FALSE
"766",FALSE
"767",FALSE
"768",FALSE
"769",FALSE
"770",FALSE
"771",FALSE
"772",FALSE
"773",FALSE
"774",FALSE
"775",FALSE
"776",FALSE
"777",FALSE
"778",FALSE
"779",FALSE
"780",FALSE
"781",FALSE
"782",FALSE
"783",FALSE
"784",FALSE
"785",FALSE
"786",FALSE
"787",FALSE
"788",FALSE
"789",FALSE
"790",FALSE
"791",FALSE
"792",FALSE
"793",FALSE
"794",FALSE
"795",FALSE
"796",FALSE
"797",FALSE
"798",FALSE
"799",FALSE
"800",FALSE
"801",FALSE
"802",FALSE
"803",FALSE
"804",FALSE
"805",FALSE
"806",FALSE
"807",FALSE
"808",FALSE
"809",FALSE
"810",FALSE
"811",FALSE
"812",FALSE
"813",FALSE
"814",FALSE
"815",FALSE
"816",FALSE
"817",FALSE
"818",FALSE
"819",FALSE
"820",FALSE
"821",FALSE
"822",FALSE
"823",FALSE
"824",FALSE
"825",FALSE
"826",FALSE
"827",FALSE
"828",FALSE
"829",FALSE
"830",FALSE
"831",FALSE
"832",FALSE
"833",FALSE
"834",FALSE
"835",FALSE
"836",FALSE
"837",FALSE
"838",FALSE
"839",FALSE
"840",FALSE
"841",FALSE
"842",FALSE
"843",FALSE
"844",FALSE
"845",FALSE
"846",FALSE
"847",FALSE
"848",FALSE
"849",FALSE
"850",FALSE
"851",FALSE
"852",FALSE
"853",FALSE
"854",FALSE
"855",FALSE
"856",FALSE
"857",FALSE
"858",FALSE
"859",FALSE
"860",FALSE
"861",FALSE
"862",FALSE
"863",FALSE
"864",FALSE
"865",FALSE
"866",FALSE
"867",FALSE
"868",FALSE
"869",FALSE
"870",FALSE
"871",FALSE
"872",FALSE
"873",FALSE
"874",FALSE
"875",FALSE
"876",FALSE
"877",FALSE
"878",FALSE
"879",FALSE
"880",FALSE
"881",FALSE
"882",FALSE
"883",FALSE
"884",FALSE
"885",FALSE
"886",FALSE
"887",FALSE
"888",FALSE
"889",FALSE
"890",FALSE
"891",FALSE
"892",FALSE
"893",FALSE
"894",FALSE
"895",FALSE
"896",FALSE
"897",FALSE
"898",FALSE
"899",FALSE
"900",FALSE
"901",FALSE
"902",FALSE
"903",FALSE
"904",FALSE
"905",FALSE
"906",FALSE
"907",FALSE
"908",FALSE
"909",FALSE
"910",FALSE
"911",FALSE
"912",FALSE
"913",FALSE
"914",FALSE
"915",FALSE
"916",FALSE
"917",FALSE
"918",FALSE
"919",FALSE
"920",FALSE
"921",FALSE
"922",FALSE
"923",FALSE
"924",FALSE
"925",FALSE
"926",FALSE
"927",FALSE
"928",FALSE
"929",FALSE
"930",FALSE
"931",FALSE
"932",FALSE
"933",FALSE
"934",FALSE
"935",FALSE
"936",FALSE
"937",FALSE
"938",FALSE
"939",FALSE
"940",FALSE
"941",FALSE
"942",FALSE
"943",FALSE
"944",FALSE
"945",FALSE
"946",FALSE
"947",FALSE
"948",FALSE
"949",FALSE
"950",FALSE
"951",FALSE
"952",FALSE
"953",FALSE
"954",FALSE
"955",FALSE
"956",FALSE
"957",FALSE
"958",FALSE
"959",FALSE
"960",FALSE
"961",FALSE
"962",FALSE
"963",FALSE
"964",FALSE
"965",FALSE
"966",FALSE
"967",FALSE
"968",FALSE
"969",FALSE
"970",FALSE
"971",FALSE
"972",FALSE
"973",FALSE
"974",FALSE
"975",FALSE
"976",FALSE
"977",FALSE
"978",FALSE
"979",FALSE
"980",FALSE
"981",FALSE
"982",FALSE
"983",FALSE
"984",FALSE
"985",FALSE
"986",FALSE
"987",FALSE
"988",FALSE
"989",FALSE
"990",FALSE
"991",FALSE
"992",FALSE
"993",FALSE
"994",FALSE
"995",FALSE
"996",FALSE
"997",FALSE
"998",FALSE
"999",FALSE
"1000",FALSE
"1001",FALSE
"1002",FALSE
"1003",FALSE
"1004",FALSE
"1005",FALSE
"1006",FALSE
"1007",FALSE
"1008",FALSE
"1009",FALSE
"1010",FALSE
"1011",FALSE
"1012",FALSE
"1013",FALSE
"1014",FALSE
"1015",FALSE
"1016",FALSE
"1017",FALSE
"1018",FALSE
"1019",FALSE
"1020",FALSE
"1021",FALSE
"1022",FALSE
"1023",FALSE
"1024",FALSE
"1025",FALSE
"1026",FALSE
"1027",FALSE
"1028",FALSE
"1029",FALSE
"1030",FALSE
"1031",FALSE
"1032",FALSE
"1033",FALSE
"1034",FALSE
"1035",FALSE
"1036",FALSE
"1037",FALSE
"1038",FALSE
"1039",FALSE
"1040",FALSE
"1041",FALSE
"1042",FALSE
"1043",FALSE
"1044",FALSE
"1045",FALSE
"1046",FALSE
"1047",FALSE
"1048",FALSE
"1049",FALSE
"1050",FALSE
"1051",FALSE
"1052",FALSE
"1053",FALSE
"1054",FALSE
"1055",FALSE
"1056",FALSE
"1057",FALSE
"1058",FALSE
"1059",FALSE
"1060",FALSE
"1061",FALSE
"1062",FALSE
"1063",FALSE
"1064",FALSE
"1065",FALSE
"1066",FALSE
"1067",FALSE
"1068",FALSE
"1069",FALSE
"1070",FALSE
"1071",FALSE
"1072",FALSE
"1073",FALSE
"1074",FALSE
"1075",FALSE
"1076",FALSE
"1077",FALSE
"1078",FALSE
"1079",FALSE
"1080",FALSE
"1081",FALSE
"1082",FALSE
"1083",FALSE
"1084",FALSE
"1085",FALSE
"1086",FALSE
"1087",FALSE
"1088",FALSE
"1089",FALSE
"1090",FALSE
"1091",FALSE
"1092",FALSE
"1093",FALSE
"1094",FALSE
"1095",FALSE
"1096",FALSE
"1097",FALSE
"1098",FALSE
"1099",FALSE
"1100",FALSE
"1101",FALSE
"1102",FALSE
"1103",FALSE
"1104",FALSE
"1105",FALSE
"1106",FALSE
"1107",FALSE
"1108",FALSE
"1109",FALSE
"1110",FALSE
"1111",FALSE
"1112",FALSE
"1113",FALSE
"1114",FALSE
"1115",FALSE
"1116",FALSE
"1117",FALSE
"1118",FALSE
"1119",FALSE
"1120",FALSE
"1121",FALSE
"1122",FALSE
"1123",FALSE
"1124",FALSE
"1125",FALSE
"1126",FALSE
"1127",FALSE
"1128",FALSE
"1129",FALSE
"1130",FALSE
"1131",FALSE
"1132",FALSE
"1133",FALSE
"1134",FALSE
"1135",FALSE
"1136",FALSE
"1137",FALSE
"1138",FALSE
"1139",FALSE
"1140",FALSE
"1141",FALSE
"1142",FALSE
"1143",FALSE
"1144",FALSE
"1145",FALSE
"1146",FALSE
"1147",FALSE
"1148",FALSE
"1149",FALSE
"1150",FALSE
"1151",FALSE
"1152",FALSE
"1153",FALSE
"1154",FALSE
"1155",FALSE
"1156",FALSE
"1157",FALSE
"1158",FALSE
"1159",FALSE
"1160",FALSE
"1161",FALSE
"1162",FALSE
"1163",FALSE
"1164",FALSE
"1165",FALSE
"1166",FALSE
"1167",FALSE
"1168",FALSE
"1169",FALSE
"1170",FALSE
"1171",FALSE
"1172",FALSE
"1173",FALSE
"1174",FALSE
"1175",FALSE
"1176",FALSE
"1177",FALSE
"1178",FALSE
"1179",FALSE
"1180",FALSE
"1181",FALSE
"1182",FALSE
"1183",FALSE
"1184",FALSE
"1185",FALSE
"1186",FALSE
"1187",FALSE
"1188",FALSE
"1189",FALSE
"1190",FALSE
"1191",FALSE
"1192",FALSE
"1193",FALSE
"1194",FALSE
"1195",FALSE
"1196",FALSE
"1197",FALSE
"1198",FALSE
"1199",FALSE
"1200",FALSE
"1201",FALSE
"1202",FALSE
"1203",FALSE
"1204",FALSE
"1205",FALSE
"1206",FALSE
"1207",FALSE
"1208",FALSE
"1209",FALSE
"1210",FALSE
"1211",FALSE
"1212",FALSE
"1213",FALSE
"1214",FALSE
"1215",FALSE
"1216",FALSE
"1217",FALSE
"1218",FALSE
"1219",FALSE
"1220",FALSE
"1221",FALSE
"1222",FALSE
"1223",FALSE
"1224",FALSE
"1225",FALSE
"1226",FALSE
"1227",FALSE
"1228",FALSE
"1229",FALSE
"1230",FALSE
"1231",FALSE
"1232",FALSE
"1233",FALSE
"1234",FALSE
"1235",FALSE
"1236",FALSE
"1237",FALSE
"1238",FALSE
"1239",FALSE
"1240",FALSE
"1241",FALSE
"1242",FALSE
"1243",FALSE
"1244",FALSE
"1245",FALSE
"1246",FALSE
"1247",FALSE
"1248",FALSE
"1249",FALSE
"1250",FALSE
"1251",FALSE
"1252",FALSE
"1253",FALSE
"1254",FALSE
"1255",FALSE
"1256",FALSE
"1257",FALSE
"1258",FALSE
"1259",FALSE
"1260",FALSE
"1261",FALSE
"1262",FALSE
"1263",FALSE
"1264",FALSE
"1265",FALSE
"1266",FALSE
"1267",FALSE
"1268",FALSE
"1269",FALSE
"1270",FALSE
"1271",FALSE
"1272",FALSE
"1273",FALSE
"1274",FALSE
"1275",FALSE
"1276",FALSE
"1277",FALSE
"1278",FALSE
"1279",FALSE
"1280",FALSE
"1281",FALSE
"1282",FALSE
"1283",FALSE
"1284",FALSE
"1285",FALSE
"1286",FALSE
"1287",FALSE
"1288",FALSE
"1289",FALSE
"1290",FALSE
"1291",FALSE
"1292",FALSE
"1293",FALSE
"1294",FALSE
"1295",FALSE
"1296",FALSE
"1297",FALSE
"1298",FALSE
"1299",FALSE
"1300",FALSE
"1301",FALSE
"1302",FALSE
"1303",FALSE
"1304",FALSE
"1305",FALSE
"1306",FALSE
"1307",FALSE
"1308",FALSE
"1309",FALSE
"1310",FALSE
"1311",FALSE
"1312",FALSE
"1313",FALSE
"1314",FALSE
"1315",FALSE
"1316",FALSE
"1317",FALSE
"1318",FALSE
"1319",FALSE
"1320",FALSE
"1321",FALSE
"1322",FALSE
"1323",FALSE
"1324",FALSE
"1325",FALSE
"1326",FALSE
"1327",FALSE
"1328",FALSE
"1329",FALSE
"1330",FALSE
"1331",FALSE
"1332",FALSE
"1333",FALSE
"1334",FALSE
"1335",FALSE
"1336",FALSE
"1337",FALSE
"1338",FALSE
"1339",FALSE
"1340",FALSE
"1341",FALSE
"1342",FALSE
"1343",FALSE
"1344",FALSE
"1345",FALSE
"1346",FALSE
"1347",FALSE
"1348",FALSE
"1349",FALSE
"1350",FALSE
"1351",FALSE
"1352",FALSE
"1353",FALSE
"1354",FALSE
"1355",FALSE
"1356",FALSE
"1357",FALSE
"1358",FALSE
"1359",FALSE
"1360",FALSE
"1361",FALSE
"1362",FALSE
"1363",FALSE
"1364",FALSE
"1365",FALSE
"1366",FALSE
"1367",FALSE
"1368",FALSE
"1369",FALSE
"1370",FALSE
"1371",FALSE
"1372",FALSE
"1373",FALSE
"1374",FALSE
"1375",FALSE
"1376",FALSE
"1377",FALSE
"1378",FALSE
"1379",FALSE
"1380",FALSE
"1381",FALSE
"1382",FALSE
"1383",FALSE
"1384",FALSE
"1385",FALSE
"1386",FALSE
"1387",FALSE
"1388",FALSE
"1389",FALSE
"1390",FALSE
"1391",FALSE
"1392",FALSE
"1393",FALSE
"1394",FALSE
"1395",FALSE
"1396",FALSE
"1397",FALSE
"1398",FALSE
"1399",FALSE
"1400",FALSE
"1401",FALSE
"1402",FALSE
"1403",FALSE
"1404",FALSE
"1405",FALSE
"1406",FALSE
"1407",FALSE
"1408",FALSE
"1409",FALSE
"1410",FALSE
"1411",FALSE
"1412",FALSE
"1413",FALSE
"1414",FALSE
"1415",FALSE
"1416",FALSE
"1417",FALSE
"1418",FALSE
"1419",FALSE
"1420",FALSE
"1421",FALSE
"1422",FALSE
"1423",FALSE
"1424",FALSE
"1425",FALSE
"1426",FALSE
"1427",FALSE
"1428",FALSE
"1429",FALSE
"1430",FALSE
"1431",FALSE
"1432",FALSE
"1433",FALSE
"1434",FALSE
"1435",FALSE
"1436",FALSE
"1437",FALSE
"1438",FALSE
"1439",FALSE
"1440",FALSE
"1441",FALSE
"1442",FALSE
"1443",FALSE
"1444",FALSE
"1445",FALSE
"1446",FALSE
"1447",FALSE
"1448",FALSE
"1449",FALSE
"1450",FALSE
"1451",FALSE
"1452",FALSE
"1453",FALSE
"1454",FALSE
"1455",FALSE
"1456",FALSE
"1457",FALSE
"1458",FALSE
"1459",FALSE
"1460",FALSE
"1461",FALSE
"1462",FALSE
"1463",FALSE
"1464",FALSE
"1465",FALSE
"1466",FALSE
"1467",FALSE
"1468",FALSE
"1469",FALSE
"1470",FALSE
"1471",FALSE
"1472",FALSE
"1473",FALSE
"1474",FALSE
"1475",FALSE
"1476",FALSE
"1477",FALSE
"1478",FALSE
"1479",FALSE
"1480",FALSE
"1481",FALSE
"1482",FALSE
"1483",FALSE
"1484",FALSE
"1485",FALSE
"1486",FALSE
"1487",FALSE
"1488",FALSE
"1489",FALSE
"1490",FALSE
"1491",FALSE
"1492",FALSE
"1493",FALSE
"1494",FALSE
"1495",FALSE
"1496",FALSE
"1497",FALSE
"1498",FALSE
"1499",FALSE
"1500",FALSE
"1501",FALSE
"1502",FALSE
"1503",FALSE
"1504",FALSE
"1505",FALSE
"1506",FALSE
"1507",FALSE
"1508",FALSE
"1509",FALSE
"1510",FALSE
"1511",FALSE
"1512",FALSE
"1513",FALSE
"1514",FALSE
"1515",FALSE
"1516",FALSE
"1517",FALSE
"1518",FALSE
"1519",FALSE
"1520",FALSE
"1521",FALSE
"1522",FALSE
"1523",FALSE
"1524",FALSE
"1525",FALSE
"1526",FALSE
"1527",FALSE
"1528",FALSE
"1529",FALSE
"1530",FALSE
"1531",FALSE
"1532",FALSE
"1533",FALSE
"1534",FALSE
"1535",FALSE
"1536",FALSE
"1537",FALSE
"1538",FALSE
"1539",FALSE
"1540",FALSE
"1541",FALSE
"1542",FALSE
"1543",FALSE
"1544",FALSE
"1545",FALSE
"1546",FALSE
"1547",FALSE
"1548",FALSE
"1549",FALSE
"1550",FALSE
"1551",FALSE
"1552",FALSE
"1553",FALSE
"1554",FALSE
"1555",FALSE
"1556",FALSE
"1557",FALSE
"1558",FALSE
"1559",FALSE
"1560",FALSE
"1561",FALSE
"1562",FALSE
"1563",FALSE
"1564",FALSE
"1565",FALSE
"1566",FALSE
"1567",FALSE
"1568",FALSE
"1569",FALSE
"1570",FALSE
"1571",FALSE
"1572",FALSE
"1573",FALSE
"1574",FALSE
"1575",FALSE
"1576",FALSE
"1577",FALSE
"1578",FALSE
"1579",FALSE
"1580",FALSE
"1581",FALSE
"1582",FALSE
"1583",FALSE
"1584",FALSE
"1585",FALSE
"1586",FALSE
"1587",FALSE
"1588",FALSE
"1589",FALSE
"1590",FALSE
"1591",FALSE
"1592",FALSE
"1593",FALSE
"1594",FALSE
"1595",FALSE
"1596",FALSE
"1597",FALSE
"1598",FALSE
"1599",FALSE
"1600",FALSE
"1601",FALSE
"1602",FALSE
"1603",FALSE
"1604",FALSE
"1605",FALSE
"1606",FALSE
"1607",FALSE
"1608",FALSE
"1609",FALSE
"1610",FALSE
"1611",FALSE
"1612",FALSE
"1613",FALSE
"1614",FALSE
"1615",FALSE
"1616",FALSE
"1617",FALSE
"1618",FALSE
"1619",FALSE
"1620",FALSE
"1621",FALSE
"1622",FALSE
"1623",FALSE
"1624",FALSE
"1625",FALSE
"1626",FALSE
"1627",FALSE
"1628",FALSE
"1629",FALSE
"1630",FALSE
"1631",FALSE
"1632",FALSE
"1633",FALSE
"1634",FALSE
"1635",FALSE
"1636",FALSE
"1637",FALSE
"1638",FALSE
"1639",FALSE
"1640",FALSE
"1641",FALSE
"1642",FALSE
"1643",FALSE
"1644",FALSE
"1645",FALSE
"1646",FALSE
"1647",FALSE
"1648",FALSE
"1649",FALSE
"1650",FALSE
"1651",FALSE
"1652",FALSE
"1653",FALSE
"1654",FALSE
"1655",FALSE
"1656",FALSE
"1657",FALSE
"1658",FALSE
"1659",FALSE
"1660",FALSE
"1661",FALSE
"1662",FALSE
"1663",FALSE
"1664",FALSE
"1665",FALSE
